"TOPIC","SUBTOPIC","SUBTOPIC_ID","TAXONOMY","TAXONOMY_ID","CLASSIFICATION","CLASSIFICATION_ID","GROUP","GROUP_ID","GROUP_ORDER","SUBGROUP","SUBGROUP_ID","SUBGROUP_ORDER","NESTING_LABEL","NESTING_LABEL_ID","ESTIMATE_TYPE","ESTIMATE_TYPE_ID","TIME_PERIOD","TIME_PERIOD_ID","ESTIMATE","STANDARD_ERROR","ESTIMATE_LCI","ESTIMATE_UCI","FLAG","FOOTNOTE_ID_LIST"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 35-44 years","2.12","15","Female","10","Percent of population, crude","2","2009-2012","6","29.4","1.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 35-44 years","2.12","15","Female","10","Percent of population, crude","2","2013-2016","7","28.4","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 35-44 years","2.12","15","Female","10","Percent of population, crude","2","2017-3/2020","8","32.8","3.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","1988-1994","1","47.5","1.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","2001-2004","4","57.9","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","2005-2008","5","55.9","1.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","2009-2012","6","54","2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","2013-2016","7","54.3","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-64 years","2.2","16","Female","10","Percent of population, crude","2","2017-3/2020","8","57","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","1988-1994","1","39","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","2001-2004","4","52","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","2005-2008","5","48.1","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","2009-2012","6","45","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","2013-2016","7","45.6","2.7",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 45-54 years","2.21","17","Female","10","Percent of population, crude","2","2017-3/2020","8","48.9","3.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","1988-1994","1","57","2.7",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","2001-2004","4","67.3","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","2005-2008","5","67.2","2.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","2009-2012","6","64.5","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","2013-2016","7","63.9","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 55-64 years","2.22","18","Female","10","Percent of population, crude","2","2017-3/2020","8","63.3","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","1988-1994","1","68.7","1.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","2001-2004","4","80.2","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","2005-2008","5","76.6","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","2009-2012","6","76.5","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","2013-2016","7","76.7","1.8",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 65-74 years","2.3","19","Female","10","Percent of population, crude","2","2017-3/2020","8","73.7","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","1988-1994","1","84.5","1.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","2001-2004","4","88.1","1.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","2005-2008","5","86.9","1.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","2009-2012","6","85.6","1.8",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","2013-2016","7","85","1.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Female: 75 years and older","2.4","20","Female","10","Percent of population, crude","2","2017-3/2020","8","84.1","3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","1988-1994","1","35.9","1.5",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","2001-2004","4","35.5","1.5",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","2005-2008","5","32.3","1.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","2009-2012","6","31.3","1.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","2013-2016","7","30","1.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-44 years","2.5","21","Male","20","Percent of population, crude","2","2017-3/2020","8","34.5","2.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","1988-1994","1","30.6","1.5",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","2001-2004","4","28.3","1.7",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","2005-2008","5","24","1.5",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","2009-2012","6","23","1.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","2013-2016","7","23.4","1.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 20-34 years","2.51","22","Male","20","Percent of population, crude","2","2017-3/2020","8","28","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","1988-1994","1","44.5","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","2001-2004","4","45","2.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","2005-2008","5","44.1","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","2009-2012","6","43.7","2.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","2013-2016","7","41.2","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 35-44 years","2.52","23","Male","20","Percent of population, crude","2","2017-3/2020","8","45.5","3.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","1988-1994","1","57","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","2001-2004","4","61.5","2.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","2005-2008","5","58.8","1.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","2009-2012","6","59","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","2013-2016","7","60.6","1.5",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-64 years","2.6","24","Male","20","Percent of population, crude","2","2017-3/2020","8","60.7","2.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","1988-1994","1","53.4","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","2001-2004","4","58.9","3.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","2005-2008","5","55.8","2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","2009-2012","6","51.8","2.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","2013-2016","7","55.6","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 45-54 years","2.61","25","Male","20","Percent of population, crude","2","2017-3/2020","8","55.8","3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","1988-1994","1","61.7","2.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","2001-2004","4","66.4","2.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","2005-2008","5","64","2.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","2009-2012","6","67.2","2.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","2013-2016","7","66","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 55-64 years","2.62","26","Male","20","Percent of population, crude","2","2017-3/2020","8","65.1","3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","1988-1994","1","71.4","2.1",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","2001-2004","4","75.1","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","2005-2008","5","74.7","2.5",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","2009-2012","6","73.3","2.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","2013-2016","7","69.9","3.6",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 65-74 years","2.7","27","Male","20","Percent of population, crude","2","2017-3/2020","8","71.8","2.3",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","1988-1994","1","75.1","1.9",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","2001-2004","4","77.8","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","2005-2008","5","76.3","2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","2009-2012","6","82.1","1.8",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","2013-2016","7","77.4","2.2",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and age group","2","5","Male: 75 years and older","2.8","28","Male","20","Percent of population, crude","2","2017-3/2020","8","83.2","2.4",,,,"NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","1988-1994","1","38.2","1.5",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","2001-2004","4","38.8","1.7",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
